year,region,x_Longitude,y_latitude,No. of Accidents,No. of Casualties - Dead,No. of Casualties - Injured,driving_licenses
1996,Madinah,24.927534539, 39.4918237173,,,,3425
1996,Makkah,21.628962766, 41.2636898334,,,,46195
1996,Najran,18.4511003068, 46.8688495726,,,,3274
1996,Northern Boarder,30.197074783, 41.8171186952,,,,1383
1996,Riyadh,23.0814341634, 45.5857512766,,,,110131
1996,Tabouk,27.90165499, 37.2598581394,,,,2263
1997,Al-Baha,20.1484058503, 41.4665484892,,,,3027
1997,Al-Jouf,29.9677445762, 39.5570371172,,,,3565
1997,Al-Qaseem,26.1967063704, 43.3429998455,,,,10092
1997,Asir,19.1387847401, 42.941470036,,,,12204
1997,Eastern Region,23.2883307307, 50.1478302439,,,,58814
1997,Hail,27.400845724, 41.4406960508,,,,6606
1997,Jazan,17.2072313962, 42.6525807422,,,,5695
1997,Madinah,24.927534539, 39.4918237173,,,,10495
1997,Makkah,21.628962766, 41.2636898334,,,,76623
1997,Najran,18.4511003068, 46.8688495726,,,,3073
1997,Northern Boarder,30.197074783, 41.8171186952,,,,1531
1997,Riyadh,23.0814341634, 45.5857512766,,,,92145
1997,Tabouk,27.90165499, 37.2598581394,,,,5426
1998,Al-Baha,20.1484058503, 41.4665484892,,,,5110
1998,Al-Jouf,29.9677445762, 39.5570371172,,,,3476
1998,Al-Qaseem,26.1967063704, 43.3429998455,,,,11350
1998,Asir,19.1387847401, 42.941470036,,,,13220
1998,Eastern Region,23.2883307307, 50.1478302439,,,,70650
1998,Hail,27.400845724, 41.4406960508,,,,4708
1998,Jazan,17.2072313962, 42.6525807422,,,,2613
1998,Madinah,24.927534539, 39.4918237173,,,,13020
1998,Makkah,21.628962766, 41.2636898334,,,,86082
1998,Najran,18.4511003068, 46.8688495726,,,,4322
1998,Northern Boarder,30.197074783, 41.8171186952,,,,2014
1998,Riyadh,23.0814341634, 45.5857512766,,,,114962
1998,Tabouk,27.90165499, 37.2598581394,,,,6823
1999,Al-Baha,20.1484058503, 41.4665484892,,,,4246
1999,Al-Jouf,29.9677445762, 39.5570371172,,,,3950
1999,Al-Qaseem,26.1967063704, 43.3429998455,,,,9983
1999,Asir,19.1387847401, 42.941470036,,,,14625
1999,Eastern Region,23.2883307307, 50.1478302439,,,,64973
1999,Hail,27.400845724, 41.4406960508,,,,3139
1999,Jazan,17.2072313962, 42.6525807422,,,,4792
1999,Madinah,24.927534539, 39.4918237173,,,,11108
1999,Makkah,21.628962766, 41.2636898334,,,,103535
1999,Najran,18.4511003068, 46.8688495726,,,,3959
1999,Northern Boarder,30.197074783, 41.8171186952,,,,2311
1999,Riyadh,23.0814341634, 45.5857512766,,,,100291
1999,Tabouk,27.90165499, 37.2598581394,,,,5298
2000,Al-Baha,20.1484058503, 41.4665484892,,,,4832
2000,Al-Jouf,29.9677445762, 39.5570371172,,,,4666
2000,Al-Qaseem,26.1967063704, 43.3429998455,,,,12226
2000,Asir,19.1387847401, 42.941470036,,,,18622
2000,Eastern Region,23.2883307307, 50.1478302439,,,,65767
2000,Hail,27.400845724, 41.4406960508,,,,3215
2000,Jazan,17.2072313962, 42.6525807422,,,,5678
2000,Madinah,24.927534539, 39.4918237173,,,,9562
2000,Makkah,21.628962766, 41.2636898334,,,,87053
2000,Najran,18.4511003068, 46.8688495726,,,,4905
2000,Northern Boarder,30.197074783, 41.8171186952,,,,2894
2000,Riyadh,23.0814341634, 45.5857512766,,,,45345
2000,Tabouk,27.90165499, 37.2598581394,,,,8473
2001,Al-Baha,20.1484058503, 41.4665484892,,,,7594
2001,Al-Jouf,29.9677445762, 39.5570371172,,,,4756
2001,Al-Qaseem,26.1967063704, 43.3429998455,,,,14718
2001,Asir,19.1387847401, 42.941470036,,,,20321
2001,Eastern Region,23.2883307307, 50.1478302439,,,,74119
2001,Hail,27.400845724, 41.4406960508,,,,6077
2001,Jazan,17.2072313962, 42.6525807422,,,,10631
2001,Madinah,24.927534539, 39.4918237173,,,,13561
2001,Makkah,21.628962766, 41.2636898334,,,,85593
2001,Najran,18.4511003068, 46.8688495726,,,,4950
2001,Northern Boarder,30.197074783, 41.8171186952,,,,2971
2001,Riyadh,23.0814341634, 45.5857512766,,,,13090
2001,Tabouk,27.90165499, 37.2598581394,,,,6344
2002,Al-Baha,20.1484058503, 41.4665484892,,,,3335
2002,Al-Jouf,29.9677445762, 39.5570371172,,,,5940
2002,Al-Qaseem,26.1967063704, 43.3429998455,,,,16298
2002,Asir,19.1387847401, 42.941470036,,,,20417
2002,Eastern Region,23.2883307307, 50.1478302439,,,,85035
2002,Hail,27.400845724, 41.4406960508,,,,5070
2002,Jazan,17.2072313962, 42.6525807422,,,,5254
2002,Madinah,24.927534539, 39.4918237173,,,,10494
2002,Makkah,21.628962766, 41.2636898334,,,,88593
2002,Najran,18.4511003068, 46.8688495726,,,,5117
2002,Northern Boarder,30.197074783, 41.8171186952,,,,2268
2002,Riyadh,23.0814341634, 45.5857512766,,,,25423
2002,Tabouk,27.90165499, 37.2598581394,,,,8794
2003,Al-Baha,20.1484058503, 41.4665484892,,,,3616
2003,Al-Jouf,29.9677445762, 39.5570371172,,,,3852
2003,Al-Qaseem,26.1967063704, 43.3429998455,,,,10666
2003,Asir,19.1387847401, 42.941470036,,,,15693
2003,Eastern Region,23.2883307307, 50.1478302439,,,,82697
2003,Hail,27.400845724, 41.4406960508,,,,3861
2003,Jazan,17.2072313962, 42.6525807422,,,,5220
2003,Madinah,24.927534539, 39.4918237173,,,,12920
2003,Makkah,21.628962766, 41.2636898334,,,,74236
2003,Najran,18.4511003068, 46.8688495726,,,,4443
2003,Northern Boarder,30.197074783, 41.8171186952,,,,1705
2003,Riyadh,23.0814341634, 45.5857512766,,,,26076
2003,Tabouk,27.90165499, 37.2598581394,,,,9873
2004,Al-Baha,20.1484058503, 41.4665484892,,,,3410
2004,Al-Jouf,29.9677445762, 39.5570371172,,,,4601
2004,Al-Qaseem,26.1967063704, 43.3429998455,,,,9390
2004,Asir,19.1387847401, 42.941470036,,,,17947
2004,Eastern Region,23.2883307307, 50.1478302439,,,,84984
2004,Hail,27.400845724, 41.4406960508,,,,8656
2004,Jazan,17.2072313962, 42.6525807422,,,,5016
2004,Madinah,24.927534539, 39.4918237173,,,,10556
2004,Makkah,21.628962766, 41.2636898334,,,,86636
2004,Najran,18.4511003068, 46.8688495726,,,,4609
2004,Northern Boarder,30.197074783, 41.8171186952,,,,1922
2004,Riyadh,23.0814341634, 45.5857512766,,,,23479
2004,Tabouk,27.90165499, 37.2598581394,,,,7532
2005,Al-Baha,20.1484058503, 41.4665484892,,,,2698
2005,Al-Jouf,29.9677445762, 39.5570371172,,,,3558
2005,Al-Qaseem,26.1967063704, 43.3429998455,,,,10480
2005,Asir,19.1387847401, 42.941470036,,,,18565
2005,Eastern Region,23.2883307307, 50.1478302439,,,,82505
2005,Hail,27.400845724, 41.4406960508,,,,16247
2005,Jazan,17.2072313962, 42.6525807422,,,,5502
2005,Madinah,24.927534539, 39.4918237173,,,,10210
2005,Makkah,21.628962766, 41.2636898334,,,,65099
2005,Najran,18.4511003068, 46.8688495726,,,,4779
2005,Northern Boarder,30.197074783, 41.8171186952,,,,1804
2005,Riyadh,23.0814341634, 45.5857512766,,,,23245
2005,Tabouk,27.90165499, 37.2598581394,,,,6511
2006,Al-Baha,20.1484058503, 41.4665484892,,,,3593
2006,Al-Jouf,29.9677445762, 39.5570371172,,,,4846
2006,Al-Qaseem,26.1967063704, 43.3429998455,,,,12142
2006,Asir,19.1387847401, 42.941470036,,,,20330
2006,Eastern Region,23.2883307307, 50.1478302439,,,,79517
2006,Hail,27.400845724, 41.4406960508,,,,8166
2006,Jazan,17.2072313962, 42.6525807422,,,,7955
2006,Madinah,24.927534539, 39.4918237173,,,,11204
2006,Makkah,21.628962766, 41.2636898334,,,,66967
2006,Najran,18.4511003068, 46.8688495726,,,,5897
2006,Northern Boarder,30.197074783, 41.8171186952,,,,2573
2006,Riyadh,23.0814341634, 45.5857512766,,,,36059
2006,Tabouk,27.90165499, 37.2598581394,,,,8259
2007,Al-Baha,20.1484058503, 41.4665484892,,,,997
2007,Al-Jouf,29.9677445762, 39.5570371172,,,,9097
2007,Al-Qaseem,26.1967063704, 43.3429998455,,,,25174
2007,Asir,19.1387847401, 42.941470036,,,,10835
2007,Eastern Region,23.2883307307, 50.1478302439,,,,106511
2007,Hail,27.400845724, 41.4406960508,,,,4021
2007,Jazan,17.2072313962, 42.6525807422,,,,12634
2007,Madinah,24.927534539, 39.4918237173,,,,12174
2007,Makkah,21.628962766, 41.2636898334,,,,91902
2007,Najran,18.4511003068, 46.8688495726,,,,7226
2007,Northern Boarder,30.197074783, 41.8171186952,,,,3479
2007,Riyadh,23.0814341634, 45.5857512766,,,,36261
2007,Tabouk,27.90165499, 37.2598581394,,,,11045
2008,Al-Baha,20.1484058503, 41.4665484892,,,,5418
2008,Al-Jouf,29.9677445762, 39.5570371172,,,,10929
2008,Al-Qaseem,26.1967063704, 43.3429998455,,,,22236
2008,Asir,19.1387847401, 42.941470036,,,,18800
2008,Eastern Region,23.2883307307, 50.1478302439,,,,104626
2008,Hail,27.400845724, 41.4406960508,,,,7413
2008,Jazan,17.2072313962, 42.6525807422,,,,11346
2008,Madinah,24.927534539, 39.4918237173,,,,9194
2008,Makkah,21.628962766, 41.2636898334,,,,77013
2008,Najran,18.4511003068, 46.8688495726,,,,7938
2008,Northern Boarder,30.197074783, 41.8171186952,,,,3519
2008,Riyadh,23.0814341634, 45.5857512766,,,,36798
2008,Tabouk,27.90165499, 37.2598581394,,,,14928
2009,Al-Baha,20.1484058503, 41.4665484892,,,,9815
2009,Al-Jouf,29.9677445762, 39.5570371172,,,,10567
2009,Al-Qaseem,26.1967063704, 43.3429998455,,,,27571
2009,Asir,19.1387847401, 42.941470036,,,,21582
2009,Eastern Region,23.2883307307, 50.1478302439,,,,108544
2009,Hail,27.400845724, 41.4406960508,,,,7282
2009,Jazan,17.2072313962, 42.6525807422,,,,9437
2009,Madinah,24.927534539, 39.4918237173,,,,11574
2009,Makkah,21.628962766, 41.2636898334,,,,112045
2009,Najran,18.4511003068, 46.8688495726,,,,6771
2009,Northern Boarder,30.197074783, 41.8171186952,,,,3649
2009,Riyadh,23.0814341634, 45.5857512766,,,,38014
2009,Tabouk,27.90165499, 37.2598581394,,,,9424
2010,Al-Baha,20.1484058503, 41.4665484892,,,,7076
2010,Al-Jouf,29.9677445762, 39.5570371172,,,,10937
2010,Al-Qaseem,26.1967063704, 43.3429998455,,,,36737
2010,Asir,19.1387847401, 42.941470036,,,,21835
2010,Eastern Region,23.2883307307, 50.1478302439,,,,110295
2010,Hail,27.400845724, 41.4406960508,,,,7637
2010,Jazan,17.2072313962, 42.6525807422,,,,12270
2010,Madinah,24.927534539, 39.4918237173,,,,15045
2010,Makkah,21.628962766, 41.2636898334,,,,113531
2010,Najran,18.4511003068, 46.8688495726,,,,6360
2010,Northern Boarder,30.197074783, 41.8171186952,,,,3064
2010,Riyadh,23.0814341634, 45.5857512766,,,,31378
2010,Tabouk,27.90165499, 37.2598581394,,,,10345
2011,Al-Baha,20.1484058503, 41.4665484892,,,,6450
2011,Al-Jouf,29.9677445762, 39.5570371172,,,,10180
2011,Al-Qaseem,26.1967063704, 43.3429998455,,,,10760
2011,Asir,19.1387847401, 42.941470036,,,,24515
2011,Eastern Region,23.2883307307, 50.1478302439,,,,151087
2011,Hail,27.400845724, 41.4406960508,,,,9123
2011,Jazan,17.2072313962, 42.6525807422,,,,10946
2011,Madinah,24.927534539, 39.4918237173,,,,14630
2011,Makkah,21.628962766, 41.2636898334,,,,110647
2011,Najran,18.4511003068, 46.8688495726,,,,7314
2011,Northern Boarder,30.197074783, 41.8171186952,,,,4314
2011,Riyadh,23.0814341634, 45.5857512766,,,,27772
2011,Tabouk,27.90165499, 37.2598581394,,,,12820
2012,Al-Baha,20.1484058503, 41.4665484892,,,,7593
2012,Al-Jouf,29.9677445762, 39.5570371172,,,,10246
2012,Al-Qaseem,26.1967063704, 43.3429998455,,,,11421
2012,Asir,19.1387847401, 42.941470036,,,,23136
2012,Eastern Region,23.2883307307, 50.1478302439,,,,129971
2012,Hail,27.400845724, 41.4406960508,,,,11082
2012,Jazan,17.2072313962, 42.6525807422,,,,11156
2012,Madinah,24.927534539, 39.4918237173,,,,14459
2012,Makkah,21.628962766, 41.2636898334,,,,143954
2012,Najran,18.4511003068, 46.8688495726,,,,9201
2012,Northern Boarder,30.197074783, 41.8171186952,,,,3706
2012,Riyadh,23.0814341634, 45.5857512766,,,,23888
2012,Tabouk,27.90165499, 37.2598581394,,,,11391
2013,Al-Baha,20.1484058503, 41.4665484892,,,,7482
2013,Al-Jouf,29.9677445762, 39.5570371172,,,,11602
2013,Al-Qaseem,26.1967063704, 43.3429998455,,,,17889
2013,Asir,19.1387847401, 42.941470036,,,,29730
2013,Eastern Region,23.2883307307, 50.1478302439,,,,123325
2013,Hail,27.400845724, 41.4406960508,,,,9731
2013,Jazan,17.2072313962, 42.6525807422,,,,14175
2013,Madinah,24.927534539, 39.4918237173,,,,28513
2013,Makkah,21.628962766, 41.2636898334,,,,131108
2013,Najran,18.4511003068, 46.8688495726,,,,8996
2013,Northern Boarder,30.197074783, 41.8171186952,,,,3921
2013,Riyadh,23.0814341634, 45.5857512766,,,,165994
2013,Tabouk,27.90165499, 37.2598581394,,,,12848
2014,Al-Baha,20.1484058503, 41.4665484892,,,,7268
2014,Al-Jouf,29.9677445762, 39.5570371172,,,,9982
2014,Al-Qaseem,26.1967063704, 43.3429998455,,,,29113
2014,Asir,19.1387847401, 42.941470036,,,,29552
2014,Eastern Region,23.2883307307, 50.1478302439,,,,121774
2014,Hail,27.400845724, 41.4406960508,,,,10417
2014,Jazan,17.2072313962, 42.6525807422,,,,15621
2014,Madinah,24.927534539, 39.4918237173,,,,31447
2014,Makkah,21.628962766, 41.2636898334,,,,149234
2014,Najran,18.4511003068, 46.8688495726,,,,9601
2014,Northern Boarder,30.197074783, 41.8171186952,,,,5009
2014,Riyadh,23.0814341634, 45.5857512766,,,,194208
2014,Tabouk,27.90165499, 37.2598581394,,,,12188
2015,Al-Baha,20.1484058503, 41.4665484892,,,,4856
2015,Al-Jouf,29.9677445762, 39.5570371172,,,,10233
2015,Al-Qaseem,26.1967063704, 43.3429998455,,,,13631
2015,Asir,19.1387847401, 42.941470036,,,,38567
2015,Eastern Region,23.2883307307, 50.1478302439,,,,135752
2015,Hail,27.400845724, 41.4406960508,,,,7172
2015,Jazan,17.2072313962, 42.6525807422,,,,13931
2015,Madinah,24.927534539, 39.4918237173,,,,22744
2015,Makkah,21.628962766, 41.2636898334,,,,157389
2015,Najran,18.4511003068, 46.8688495726,,,,1864
2015,Northern Boarder,30.197074783, 41.8171186952,,,,3837
2015,Riyadh,23.0814341634, 45.5857512766,,,,24548
2015,Tabouk,27.90165499, 37.2598581394,,,,915
